"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GOBP_TYPE_II_INTERFERON_PRODUCTION"	"GOBP_TYPE_II_INTERFERON_PRODUCTION"	"GOBP_TYPE_II_INTERFERON_PRODUCTION"	106	-0.659277019464824	-2.08106078319096	1e-10	7.7515625e-09	5.74013157894737e-09	2280	"tags=50%, list=16%, signal=43%"	"10865/8809/171389/9173/3670/7805/246778/8140/56253/9971/3554/914/3123/6556/916/140885/3113/4049/729230/50943/10666/1236/51284/7124/10125/64127/3115/114836/10859/6504/2621/64581/10148/54440/51744/9466/3594/558/5142/7292/26191/84868/929/3586/29126/1378/3553/51311/3394/3595/3624/80380/11006"
"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	188	-0.632350316212783	-2.07482962971316	1e-10	7.7515625e-09	5.74013157894737e-09	1927	"tags=37%, list=13%, signal=33%"	"1053/4067/7066/57088/8140/27063/11027/9971/7096/199713/140885/8564/23643/3552/7128/923/26228/7133/81793/497189/7431/2048/7124/79931/6372/2919/2672/64127/54209/10859/1234/942/9450/114548/1511/1437/10333/6688/558/6352/5142/7292/26191/2213/10417/84868/6348/941/3055/929/6347/4064/3586/29126/2921/4057/3553/3394/6373/10288/2920/4360/4283/3627/10563/11009/1440/80380/3569/6374"
"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1"	"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1"	"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1"	97	-0.659603599846755	-2.06818553251087	1e-10	7.7515625e-09	5.74013157894737e-09	1709	"tags=38%, list=12%, signal=34%"	"6367/6369/27063/6349/6095/3037/6662/3554/6368/2633/199713/140885/6358/8564/1906/10344/6364/6351/7850/6352/81030/6422/6348/6354/1958/6347/9590/3553/5740/6363/6355/6357/6356/81792/3569/6366/6362"
"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	286	-0.61611553566333	-2.06351718134235	1e-10	7.7515625e-09	5.74013157894737e-09	2744	"tags=51%, list=19%, signal=43%"	"90993/25/4148/30008/170692/1286/8516/1282/822/64116/2264/8313/83872/3249/84168/2670/4811/1310/4317/170691/2294/3549/7101/10516/3936/4643/7051/1284/3908/7093/3381/2303/5212/4325/84171/858/80781/81794/1280/1215/649/27035/2934/183/23768/3037/4147/5156/6662/4017/64094/333/4239/2192/7373/8510/54507/64386/57188/5345/255743/8434/29113/1305/169611/1842/91522/7133/84695/7490/4982/9622/7124/25890/7042/4629/9508/92949/1285/60495/140766/83716/2621/5806/8190/64093/144165/2331/11174/10630/7092/1511/22795/1307/1296/9507/1306/60681/4060/50509/1295/55959/3690/4015/1513/4921/7148/7177/1303/170690/7837/857/3036/11117/1290/4320/25903/84627/1278/1289/1301/1277/7448/1281/5650/7045/1545/165/9509/284217/25818/1311/23213/81792/4316/151887/4321/3569/1803/4314/1805/2191/4318/1300/10631/26585/6423"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE"	"GOBP_ADAPTIVE_IMMUNE_RESPONSE"	"GOBP_ADAPTIVE_IMMUNE_RESPONSE"	395	-0.605499968124372	-2.04753814696147	1e-10	7.7515625e-09	5.74013157894737e-09	3248	"tags=54%, list=22%, signal=44%"	"51010/84876/10459/23180/3821/4352/10892/54542/4436/117157/729/722/5971/55183/53833/4208/22914/3135/26022/257101/80329/79915/920/972/5817/100/3108/79908/202309/913/3822/912/1604/5294/3718/2956/5579/7186/1235/9156/1379/79987/710/54941/10865/6890/57823/8809/814/201294/727/909/5585/23529/127544/11024/639/9173/5588/911/50852/3572/4067/3570/51176/3426/910/7535/154064/83700/246778/338339/23308/2534/56253/54210/83953/113/915/23495/3111/3127/3004/30009/387357/5293/6095/917/3554/84174/3123/6556/50856/3120/974/3458/10673/916/7454/725/2208/925/259307/6693/717/3113/4049/8320/2529/939/729230/7128/27074/3702/151888/255231/50943/4063/91543/923/3119/3122/919/10666/7133/2048/84695/7462/7124/3824/608/4277/339390/730/64127/27240/3115/4068/54209/940/114836/10859/5133/3560/54900/6504/3109/64581/3598/10148/54440/924/942/114548/89857/51744/9466/5551/10462/3594/720/3112/1880/5788/7292/64092/3903/5027/2213/301/84868/89790/970/3662/715/3118/2207/941/11026/1493/695/8832/2209/79679/712/3071/714/3117/11025/3902/3586/713/64005/973/29126/1378/2214/3553/930/51311/50615/30835/1439/6363/10288/3575/60468/1380/716/10990/79168/10563/80380/11006/3569"
"GOBP_RESPONSE_TO_INTERLEUKIN_1"	"GOBP_RESPONSE_TO_INTERLEUKIN_1"	"GOBP_RESPONSE_TO_INTERLEUKIN_1"	123	-0.636941026801636	-2.03340562958763	1e-10	7.7515625e-09	5.74013157894737e-09	1743	"tags=36%, list=12%, signal=32%"	"6622/6367/6369/27063/84676/6349/6095/3037/6662/3554/6368/2633/199713/140885/6358/8564/1906/10344/6364/6351/7850/6352/81030/5122/301/6401/6422/6348/6354/1958/6347/9590/3553/5740/6363/6355/952/6357/6356/81792/3569/6366/6362/1116"
"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS"	"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS"	"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS"	212	-0.616319364179188	-2.03140066012247	1e-10	7.7515625e-09	5.74013157894737e-09	1927	"tags=35%, list=13%, signal=31%"	"1053/4067/7066/57088/8140/27063/11027/9971/7096/347252/199713/140885/8564/23643/3552/7128/923/26228/7133/81793/497189/7431/2048/7124/79931/978/6372/2919/2672/64127/54209/10859/1234/64581/942/9450/114548/1511/1437/10333/6688/558/6352/5142/7292/26191/2213/10417/84868/6348/941/3055/695/929/6347/4064/3586/29126/2921/4057/3553/3394/6373/10288/2920/4360/4283/3627/10563/11009/1440/80380/3569/6374"
"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"	"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"	"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"	152	-0.62328111782571	-2.01963117728874	1e-10	7.7515625e-09	5.74013157894737e-09	1917	"tags=44%, list=13%, signal=39%"	"9370/64135/2841/4317/6376/10865/5443/23547/3670/4023/113277/284/11027/9971/409/5795/120892/914/7096/50856/3458/23208/140885/6693/23643/3552/729230/7128/54/50943/2048/10125/64127/54209/7057/10859/6504/2621/64581/945/54440/942/9466/10457/7305/558/5788/26191/943/10417/84868/6348/695/8832/929/3586/1536/29126/4057/9590/2214/3479/353514/6363/7291/11006/3569"
"GOBP_CELL_CHEMOTAXIS"	"GOBP_CELL_CHEMOTAXIS"	"GOBP_CELL_CHEMOTAXIS"	261	-0.605206048854081	-2.01719451351957	1e-10	7.7515625e-09	5.74013157894737e-09	2600	"tags=47%, list=18%, signal=39%"	"3958/23604/5294/2155/2841/1235/3577/1269/57580/6376/7409/80270/727/7852/7424/5588/4067/3570/185/51176/3164/11151/6279/83700/6367/1435/6369/2246/3672/54210/5293/6349/409/5156/56477/64094/1441/2867/6368/4739/2247/1113/6358/6278/1800/729230/9023/5919/26228/9732/1906/10344/1236/7857/3680/146433/7042/6372/2919/64127/7057/51411/1234/6504/2621/6364/2350/1511/643/7412/199/5159/1436/6688/6351/1960/6352/1240/2260/1880/6387/5142/301/4015/2358/4354/6348/2207/1230/56833/6354/3689/6288/7060/11240/3071/6347/719/3586/728/2921/7941/3553/3082/6363/6373/6355/2920/6357/4283/3627/9353/6356/7130/10563/3569/5764/6366/1803/6374/6362/26585"
"GOBP_LEUKOCYTE_MIGRATION"	"GOBP_LEUKOCYTE_MIGRATION"	"GOBP_LEUKOCYTE_MIGRATION"	344	-0.591462172125957	-1.99080026913074	1e-10	7.7515625e-09	5.74013157894737e-09	2971	"tags=49%, list=20%, signal=40%"	"4681/22914/1901/58191/4267/972/1843/100/64805/25/3204/51676/10164/3958/23604/5294/2155/2841/1235/3577/347/1269/91662/57580/6376/131450/7409/80270/5979/727/7852/6403/7424/58494/124976/4067/3570/623/11151/6279/7535/83700/6367/1435/6369/3679/3672/2534/56253/54210/3932/4478/134/30009/5293/6349/56477/4345/3554/1441/2867/6368/57126/4739/7070/11314/1113/140885/6358/6693/6278/1800/2529/3552/729230/9023/1893/4254/255231/5919/26228/3683/1906/2833/10344/2526/1236/7857/3680/7124/146433/7042/6372/2919/2650/64127/6404/54209/7057/1234/6504/2621/6364/8784/2350/1511/643/9466/7412/199/1436/6688/6351/3676/6352/1240/1880/6387/5142/3690/301/6401/6402/2358/10562/4354/6348/2207/1230/56833/3055/6354/3689/6288/3162/7060/11240/11117/3071/6347/719/3586/64005/728/2921/3383/7941/3553/6363/119/6373/6355/2920/6357/4283/3627/9353/6356/7130/10563/3569/5764/4920/6366/1803/6374/6362/26585"
"GOBP_MONONUCLEAR_CELL_MIGRATION"	"GOBP_MONONUCLEAR_CELL_MIGRATION"	"GOBP_MONONUCLEAR_CELL_MIGRATION"	177	-0.608207366170573	-1.99073767331608	1e-10	7.7515625e-09	5.74013157894737e-09	2971	"tags=53%, list=20%, signal=43%"	"4681/22914/1901/58191/4267/1843/25/51676/3958/5294/1235/3577/347/91662/6376/131450/80270/5979/7852/58494/124976/4067/3570/11151/7535/6367/1435/6369/56253/4478/30009/5293/6349/4345/6368/4739/140885/6358/6693/6278/2529/729230/9023/1893/5919/3683/10344/2526/1236/7124/146433/7057/1234/6504/2621/6364/2350/1511/9466/199/1436/6688/6351/3676/6352/1240/1880/6387/3690/301/2358/6348/1230/56833/6354/6288/11240/6347/719/64005/728/7941/6363/6373/6355/6357/3627/9353/6356/10563/3569/6366/6362/26585"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS"	276	-0.591522412837881	-1.97691263123103	1e-10	7.7515625e-09	5.74013157894737e-09	3515	"tags=57%, list=24%, signal=44%"	"3142/6891/165918/3107/10068/3593/3592/5873/3106/3717/51010/10459/23180/3821/4352/10892/54542/4436/729/722/5971/55183/53833/4208/3135/26022/80329/79915/920/972/5817/100/3108/202309/913/912/1604/3718/2956/7186/1235/9156/1379/79987/710/10865/8809/201294/727/909/5585/23529/9173/5588/911/3570/51176/3426/910/154064/246778/56253/3111/3127/3004/30009/6095/3554/84174/3123/6556/3120/10673/7454/725/2208/925/259307/6693/717/3113/4049/2529/939/729230/7128/50943/4063/91543/3119/3122/10666/7133/2048/84695/7124/3824/4277/339390/730/64127/3115/54209/940/114836/10859/3560/6504/3109/64581/3598/10148/54440/114548/89857/9466/5551/3594/720/3112/5788/7292/5027/2213/301/84868/970/3662/715/3118/2207/941/695/2209/712/3071/714/3117/3586/713/64005/29126/1378/2214/3553/930/51311/50615/1439/6363/3575/60468/1380/716/10563/11006/3569"
"GOBP_HUMORAL_IMMUNE_RESPONSE"	"GOBP_HUMORAL_IMMUNE_RESPONSE"	"GOBP_HUMORAL_IMMUNE_RESPONSE"	164	-0.606078699183163	-1.97121723230071	1e-10	7.7515625e-09	5.74013157894737e-09	2538	"tags=49%, list=17%, signal=41%"	"1604/3848/1235/9156/4853/1379/79987/710/727/140686/5648/124976/9308/3426/54210/2219/629/5452/3123/6556/3458/6480/6036/725/2208/717/6278/4049/5199/5919/3119/84659/10578/1236/7124/6372/2919/730/64127/4068/54209/940/5133/10148/5450/1511/6039/720/1880/5788/931/2213/10417/715/5646/2627/5266/712/714/6700/6347/713/1378/2921/4057/11326/3553/6373/5650/2920/4069/1380/716/6357/4283/3627/25818/10563/3569/6374"
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION"	419	-0.579894137559373	-1.9643241282902	1e-10	7.7515625e-09	5.74013157894737e-09	2375	"tags=38%, list=16%, signal=33%"	"8482/91662/4317/6376/10865/8809/814/727/150/9173/283420/5588/1813/58484/3572/89870/2865/51704/3570/9308/3670/7805/4023/116/246778/8140/113277/56253/27035/183/11027/9971/2219/30009/5293/6095/5795/5452/3620/57493/120892/4345/3554/914/7096/2867/6556/5345/3458/117854/916/149628/4050/6693/3113/4049/23643/3552/729230/53342/3702/255231/50943/4063/91543/923/84632/5047/2149/10666/4210/2048/1236/51284/7124/10125/64127/3115/54209/7057/940/114836/10859/7481/6504/64581/10148/54440/201633/942/2152/4332/5450/114548/51744/9466/1437/10333/23601/3594/199/10855/1436/7305/5008/150372/5788/5142/7292/4060/26191/943/55959/5027/10417/301/26253/84868/7148/3662/6348/8013/2627/2207/941/695/8832/6288/3162/929/1958/79679/147372/8710/719/3586/728/1536/29126/9590/2214/3553/51311/3394/3082/353514/6363/3595/10288/115362/1545/8877/7291/23213/4321/3569/2069/1116"
"GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION"	"GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION"	"GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION"	201	-0.595492464653179	-1.9626719623467	1e-10	7.7515625e-09	5.74013157894737e-09	3085	"tags=51%, list=21%, signal=41%"	"2811/5025/10894/4681/22914/4267/972/1843/100/64805/25/3204/10164/3958/23604/2155/2841/1235/347/6376/131450/727/6403/7424/58494/124976/4067/3570/623/11151/83700/1435/6369/4478/134/56477/4345/3554/4739/7070/11314/6693/6278/2529/3552/729230/1893/4254/5919/26228/1906/2833/2526/1236/7124/146433/2650/64127/54209/7057/6504/2621/6364/8784/9466/199/1436/6688/6351/3676/6352/1240/6387/3690/301/6401/2358/10562/4354/6348/1230/56833/6354/3162/7060/11240/11117/3071/6347/719/728/3383/7941/6363/3627/9353/7130/10563/3569/5764/6366/1803/26585"
"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY"	"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY"	"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY"	261	-0.586017365099445	-1.95323727504714	1e-10	7.7515625e-09	5.74013157894737e-09	3248	"tags=52%, list=22%, signal=41%"	"51010/10459/23180/3821/4352/10892/4436/117157/729/722/55183/53833/22914/3135/80329/79915/972/5817/3805/3108/3823/202309/913/3822/912/1604/2956/7186/1235/9156/1379/79987/710/7409/10865/57823/8809/201294/727/909/23529/127544/8807/911/3426/11151/910/259197/154064/56253/3111/3127/3004/30009/409/3554/914/84174/3123/3120/7454/725/2208/925/259307/717/3113/4049/2529/939/4818/729230/50943/91543/3119/3122/10666/7133/7124/3824/10125/4277/339390/730/64127/3115/4068/54209/940/114836/10859/146850/3560/6504/3109/3598/54440/114548/9466/5551/3594/720/3112/5788/7292/5272/5027/2213/84868/970/715/3118/2207/695/2209/712/3071/714/3117/3902/3586/713/64005/3002/1378/2214/3553/930/51311/50615/1439/3575/1380/716/11006/3569"
"GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY"	271	-0.583346041174354	-1.94712500040347	1e-10	7.7515625e-09	5.74013157894737e-09	2039	"tags=36%, list=14%, signal=31%"	"5588/9258/50852/23547/4067/7805/259197/7535/338339/84106/23308/53347/2534/3932/11027/9971/915/2219/387357/5293/5795/917/7096/2867/84174/3123/23228/974/7070/916/11314/2633/640/925/23643/7128/3702/151888/50943/3119/26228/919/10666/7462/1236/4773/3824/3937/79931/4277/64127/3115/4068/54209/940/10859/54900/64581/4332/89857/10333/7305/115352/1240/150372/5788/5142/931/26191/2213/26253/2358/8013/2207/3055/1493/695/933/118788/929/2209/79679/3071/719/64005/973/728/1378/4057/2357/2214/930/10288/1380/952/2359/11006"
"GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE"	"GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE"	"GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE"	179	-0.593101931216904	-1.94658968977986	1e-10	7.7515625e-09	5.74013157894737e-09	2851	"tags=50%, list=20%, signal=41%"	"920/972/652/50507/25/7010/9965/8829/1956/2264/4853/8482/151306/9290/6376/4915/4919/3356/1813/9258/7066/116/6367/6369/2246/284/56034/6349/409/5156/6368/3123/5345/10979/59/2247/6358/255743/6278/3552/2149/408/9464/10344/1236/7124/10125/64127/54209/6504/2621/6364/5159/10457/4914/1436/6351/6352/1880/5788/5322/26191/3690/84868/2358/4921/6348/1230/6354/152007/6347/348/728/3383/9590/3084/3479/6363/6355/6357/388121/3624/5031/6356/4920/6366/8685/6362/1116"
"GOBP_MYELOID_LEUKOCYTE_ACTIVATION"	"GOBP_MYELOID_LEUKOCYTE_ACTIVATION"	"GOBP_MYELOID_LEUKOCYTE_ACTIVATION"	214	-0.588608323669457	-1.94306764426843	1e-10	7.7515625e-09	5.74013157894737e-09	2591	"tags=45%, list=18%, signal=38%"	"10077/65266/5294/3696/5169/1269/4853/4317/57580/6376/2294/814/201294/6571/9173/8807/9258/4067/56670/9846/8291/6622/1435/338339/84106/113277/116071/11027/5293/6095/120892/4345/914/7096/6556/57126/3458/23208/11314/1113/729230/2922/26228/5729/6812/10666/7462/7124/3937/6372/10125/54209/7057/55509/6504/1776/945/3598/133396/5730/1511/1437/10333/199/7305/6688/399/6352/8530/5788/10537/2213/301/84868/146722/4495/3662/6348/8013/2207/695/145581/8832/3689/3162/712/1794/3684/3586/728/306/11326/2214/8877/2335/11006/3569"
"GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION"	"GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION"	"GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION"	195	-0.590223816912471	-1.94145989539553	1e-10	7.7515625e-09	5.74013157894737e-09	2600	"tags=47%, list=18%, signal=39%"	"3958/10077/3718/135/441478/5169/1269/6376/2294/3549/8654/5585/140685/4067/7805/10019/56253/374403/23495/30009/6664/5156/3620/4345/3123/79626/2615/23208/7940/11314/5592/10875/259307/6693/729230/7128/50943/8651/84695/339390/54209/10859/54900/945/3598/201633/864/942/133396/4332/1511/10457/7305/6688/1840/558/114897/8530/5788/7292/64092/5322/26191/2213/301/6422/84868/146722/941/1493/695/145581/8832/5270/3162/11117/79679/3071/3902/26279/3586/348/51083/29126/1378/11326/10288/3624/3559/2335/80380/11006"
"GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	"GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"	301	-0.579835911004473	-1.94094044965197	1e-10	7.7515625e-09	5.74013157894737e-09	1954	"tags=36%, list=13%, signal=31%"	"5732/1053/6648/4067/4353/623/7066/3164/57088/6622/6279/1435/356/8140/27063/11027/9971/3620/7096/6556/117854/3764/5739/199713/140885/717/8564/6278/4049/23643/3552/7128/54/50943/923/26228/2149/1906/7133/81793/497189/7431/2048/1236/7124/79931/6372/2919/2672/64127/54209/10859/1234/1543/942/9450/114548/1511/1437/10333/7412/6688/3587/558/6352/5142/7292/5122/26191/5027/2213/10417/6401/84868/6348/941/3055/695/929/284297/6347/4064/3586/728/29126/2921/4057/9590/3553/3394/5737/1439/4129/3595/6373/10288/2920/4360/2326/4283/3627/10563/11009/1440/80380/3569/6374"
